name,calories,protein,totalCarbohydrates,sugars,dietaryFibers,totalFat,saturatedFat,monoUnsaturatedFat,polyUnsaturatedFat,cholestrol,vitaminA,vitaminC,vitaminD,calcium,iron,potassium,sodium
"Milk shake, fast food, chocolate",150,3.7,20.36,13.39,1.6,6.66,4.044,1.841,0.318,23,89,0,0,115,0.73,193,80
"Milk shake, fast food, flavors other than chocolate",148,3.37,19.59,13.63,0.9,6.52,3.962,1.785,0.316,23,91,0,0,115,0.46,166,81
"Milk shake, bottled, chocolate",150,3.7,20.36,13.39,1.6,6.66,4.044,1.841,0.318,23,89,0,0,115,0.73,193,80
"Milk shake, bottled, flavors other than chocolate",148,3.37,19.59,13.63,0.9,6.52,3.962,1.785,0.316,23,91,0,0,115,0.46,166,81
Licuado or Batido,71,2.4,13.1,10.86,0.7,1.38,0.758,0.281,0.076,5,38,9.9,0.7,83,0.11,184,25
"Fruit smoothie, NFS",63,2.4,11.65,8.23,1.2,1.07,0.57,0.236,0.094,4,20,9,0.6,81,0.22,180,28
"Fruit smoothie, with whole fruit and dairy",63,2.4,11.66,8.23,1.2,1.07,0.57,0.236,0.094,4,20,9,0.6,81,0.22,180,28
"Fruit smoothie, with whole fruit and dairy, added protein",77,7.38,9.71,7.14,1.1,1.21,0.649,0.26,0.11,5,22,8.4,0.7,116,0.28,174,40
"Fruit smoothie juice drink, with dairy",65,0.86,15.05,12.68,0.9,0.14,0,0.049,0.052,1,2,5.2,0,20,0.14,131,14
Chocolate milk drink,49,0.64,10.68,8.68,0.6,0.4,0.31,0.049,0.009,0,60,2,1.3,100,0.33,79,91
"Infant formula, NFS",66,1.38,7.12,7.12,0,3.56,1.342,1.305,0.739,1,59,7,1,54,1.19,70,20
"Infant formula, NS as to form (Similac Expert Care Alimentum)",67,1.8,6.77,4.4,0,3.63,1.838,0.294,1.126,1,59,5.9,0.7,69,1.18,77,29
"Infant formula, ready-to-feed (Similac Expert Care Alimentum)",67,1.8,6.77,4.4,0,3.63,1.838,0.294,1.126,1,59,5.9,0.7,69,1.18,77,29
"Infant formula, powder, made with water, NFS (Similac Expert Care Alimentum)",67,1.8,6.77,4.4,0,3.63,1.838,0.294,1.126,1,59,5.9,0.7,69,1.18,77,29
"Infant formula, powder, made with tap water (Similac Expert Care Alimentum)",67,1.8,6.77,4.4,0,3.63,1.838,0.294,1.126,1,59,5.9,0.7,69,1.18,77,29
"Infant formula, powder, made with plain bottled water (Similac Expert Care Alimentum)",67,1.8,6.77,4.4,0,3.63,1.838,0.294,1.126,1,59,5.9,0.7,69,1.18,77,29
"Infant formula, powder, made with baby water (Similac Expert Care Alimentum)",67,1.8,6.77,4.4,0,3.63,1.838,0.294,1.126,1,59,5.9,0.7,69,1.18,77,29
"Infant formula, NS as to form (Similac Advance)",66,1.37,6.87,6.87,0,3.62,1.24,1.317,0.803,2,59,5.9,1,54,1.19,69,19
"Infant formula, ready-to-feed (Similac Advance)",66,1.37,6.87,6.87,0,3.62,1.24,1.317,0.803,2,59,5.9,1,54,1.19,69,19
"Infant formula, liquid concentrate, made with water, NFS (Similac Advance)",66,1.37,6.87,6.87,0,3.62,1.24,1.317,0.803,2,59,5.9,1,54,1.19,69,19
"Infant formula, powder, made with water, NFS (Similac Advance)",66,1.37,6.87,6.87,0,3.62,1.24,1.317,0.803,2,59,5.9,1,54,1.19,69,19
"Infant formula, liquid concentrate, made with tap water (Similac Advance)",66,1.37,6.87,6.87,0,3.62,1.24,1.317,0.803,2,59,5.9,1,54,1.19,69,19
"Infant formula, liquid concentrate, made with plain bottled water (Similac Advance)",66,1.37,6.87,6.87,0,3.62,1.24,1.317,0.803,2,59,5.9,1,60,1.19,69,18
"Infant formula, liquid concentrate, made with baby water (Similac Advance)",66,1.37,6.87,6.87,0,3.62,1.24,1.317,0.803,2,59,5.9,1,51,1.19,69,16
"Infant formula, powder, made with tap water (Similac Advance)",66,1.37,6.87,6.87,0,3.62,1.24,1.317,0.803,2,59,5.9,1,54,1.19,69,19
"Infant formula, powder, made with plain bottled water (Similac Advance)",66,1.37,6.87,6.87,0,3.62,1.24,1.317,0.803,2,59,5.9,1,60,1.19,69,18
"Infant formula, powder, made with baby water (Similac Advance)",66,1.37,6.87,6.87,0,3.62,1.24,1.317,0.803,2,59,5.9,1,51,1.19,69,16
"Infant formula, NS as to form (Similac Advance Organic)",66,1.37,6.87,6.87,0,3.62,1.24,1.317,0.803,2,59,5.9,1,54,1.19,69,19
"Infant formula, ready-to-feed (Similac Advance Organic)",66,1.37,6.87,6.87,0,3.62,1.24,1.317,0.803,2,59,5.9,1,54,1.19,69,19
"Infant formula, powder, made with water, NFS (Similac Advance Organic)",66,1.37,6.87,6.87,0,3.62,1.24,1.317,0.803,2,59,5.9,1,54,1.19,69,19
"Infant formula, powder, made with tap water (Similac Advance Organic)",66,1.37,6.87,6.87,0,3.62,1.24,1.317,0.803,2,59,5.9,1,54,1.19,69,19
"Infant formula, powder, made with plain bottled water (Similac Advance Organic)",66,1.37,6.87,6.87,0,3.62,1.24,1.317,0.803,2,59,5.9,1,60,1.19,69,18
"Infant formula, powder, made with baby water (Similac Advance Organic)",66,1.37,6.87,6.87,0,3.62,1.24,1.317,0.803,2,59,5.9,1,51,1.19,69,16
"Infant formula, NS as to form (Similac Sensitive)",65,1.4,6.99,6.99,0,3.53,2.298,0.363,0.787,2,59,5.7,1.2,57,1.17,70,23
"Infant formula, ready-to-feed (Similac Sensitive)",65,1.4,6.99,6.99,0,3.53,2.298,0.363,0.787,2,59,5.7,1.2,57,1.17,70,23
"Infant formula, liquid concentrate, made with water, NFS (Similac Sensitive)",65,1.4,6.99,6.99,0,3.53,2.298,0.363,0.787,2,59,5.7,1.2,57,1.17,70,23
"Infant formula, powder, made with water, NFS (Similac Sensitive)",65,1.4,6.99,6.99,0,3.53,2.298,0.363,0.787,2,59,5.7,1.2,57,1.17,70,23
"Infant formula, liquid concentrate, made with tap water (Similac Sensitive)",65,1.4,6.99,6.99,0,3.53,2.298,0.363,0.787,2,59,5.7,1.2,57,1.17,70,23
"Infant formula, liquid concentrate, made with plain bottled water (Similac Sensitive)",65,1.4,6.99,6.99,0,3.53,2.298,0.363,0.787,2,59,5.7,1.2,63,1.17,70,22
"Infant formula, liquid concentrate, made with baby water (Similac Sensitive)",65,1.4,6.99,6.99,0,3.53,2.298,0.363,0.787,2,59,5.7,1.2,55,1.17,70,20
"Infant formula, powder, made with tap water (Similac Sensitive)",65,1.4,6.99,6.99,0,3.53,2.298,0.363,0.787,2,59,5.7,1.2,57,1.17,70,23
"Infant formula, powder, made with plain bottled water (Similac Sensitive)",65,1.4,6.99,6.99,0,3.53,2.298,0.363,0.787,2,59,5.7,1.2,63,1.17,70,22
"Infant formula, powder, made with baby water (Similac Sensitive)",65,1.4,6.99,6.99,0,3.53,2.298,0.363,0.787,2,59,5.7,1.2,55,1.17,70,20
"Infant formula, NS as to form (Similac for Spit-Up)",65,1.38,6.9,6.9,0,3.48,2.263,0.358,0.781,0,59,5.8,1,57,1.17,69,23
"Infant formula, ready-to-feed (Similac for Spit-Up)",65,1.38,6.9,6.9,0,3.48,2.263,0.358,0.781,0,59,5.8,1,57,1.17,69,23
"Infant formula, powder, made with water, NFS (Similac for Spit-Up)",65,1.38,6.9,6.9,0,3.48,2.263,0.358,0.781,0,59,5.8,1,57,1.17,69,23
"Infant formula, NS as to form (Similac Expert Care NeoSure)",73,2.01,7.22,7.26,0,3.95,1.377,1.464,0.929,2,99,10.8,1.3,78,1.29,102,27
"Infant formula, ready-to-feed (Similac Expert Care NeoSure)",73,2.01,7.22,7.26,0,3.95,1.377,1.464,0.929,2,99,10.8,1.3,78,1.29,102,27
"Infant formula, powder, made with water, NFS (Similac Expert Care NeoSure)",73,2.01,7.22,7.26,0,3.95,1.377,1.464,0.929,2,99,10.8,1.3,78,1.29,102,27
"Infant formula, powder, made with tap water (Similac Expert Care NeoSure)",73,2.01,7.22,7.26,0,3.95,1.377,1.464,0.929,2,99,10.8,1.3,78,1.29,102,27
"Infant formula, powder, made with plain bottled water (Similac Expert Care NeoSure)",73,2.01,7.22,7.26,0,3.95,1.377,1.464,0.929,2,99,10.8,1.3,84,1.29,102,25
"Infant formula, powder, made with baby water (Similac Expert Care NeoSure)",73,2.01,7.22,7.26,0,3.95,1.377,1.464,0.929,2,99,10.8,1.3,75,1.29,102,24
"Infant formula, NS as to form (Similac Go and Grow)",66,1.98,6.73,6.73,0,3.56,1.473,1.318,0.688,0,60,7.9,1,131,1.31,99,23
"Infant formula, powder, made with water, NFS (Similac Go and Grow)",66,1.98,6.73,6.73,0,3.56,1.473,1.318,0.688,0,60,7.9,1,131,1.31,99,23
"Infant formula, NS as to form (Enfamil Newborn)",66,1.38,7.39,7.39,0,3.48,1.001,0.896,0.467,0,60,7.9,1.2,51,1.18,71,18
"Infant formula, ready-to-feed (Enfamil Newborn)",66,1.38,7.39,7.39,0,3.48,1.001,0.896,0.467,0,60,7.9,1.2,51,1.18,71,18
"Infant formula, powder, made with water, NFS (Enfamil Newborn)",66,1.38,7.39,7.39,0,3.48,1.001,0.896,0.467,0,60,7.9,1.2,51,1.18,71,18
"Infant formula, powder, made with tap water (Enfamil Newborn)",66,1.38,7.39,7.39,0,3.48,1.001,0.896,0.467,0,60,7.9,1.2,51,1.18,71,18
"Infant formula, powder, made with plain bottled water (Enfamil Newborn)",66,1.38,7.39,7.39,0,3.48,1.001,0.896,0.467,0,60,7.9,1.2,51,1.18,71,18
"Infant formula, powder, made with baby water (Enfamil Newborn)",66,1.38,7.39,7.39,0,3.48,1.001,0.896,0.467,0,60,7.9,1.2,51,1.18,71,18
"Infant formula, NS as to form (Enfamil Infant)",66,1.4,7.38,7.38,0,3.49,1.444,1.292,0.675,0,59,8,1,53,1.19,71,21
"Infant formula, ready-to-feed (Enfamil Infant)",66,1.4,7.38,7.38,0,3.49,1.444,1.292,0.675,0,59,8,1,53,1.19,71,21
"Infant formula, liquid concentrate, made with water, NFS (Enfamil Infant)",66,1.4,7.38,7.38,0,3.49,1.444,1.292,0.675,0,59,8,1,53,1.19,71,21
"Infant formula, liquid concentrate, made with tap water (Enfamil Infant)",66,1.4,7.38,7.38,0,3.49,1.444,1.292,0.675,0,59,8,1,53,1.19,71,21
"Infant formula, liquid concentrate, made with plain bottled water (Enfamil Infant)",66,1.4,7.38,7.38,0,3.49,1.444,1.292,0.675,0,59,8,1,59,1.19,71,20
"Infant formula, liquid concentrate, made with baby water (Enfamil Infant)",66,1.4,7.38,7.38,0,3.49,1.444,1.292,0.675,0,59,8,1,50,1.19,71,18
"Infant formula, powder, made with water, NFS (Enfamil Infant)",66,1.4,7.38,7.38,0,3.49,1.444,1.292,0.675,0,59,8,1,53,1.19,71,21
"Infant formula, powder, made with tap water (Enfamil Infant)",66,1.4,7.38,7.38,0,3.49,1.444,1.292,0.675,0,59,8,1,53,1.19,71,21
"Infant formula, powder, made with plain bottled water (Enfamil Infant)",66,1.4,7.38,7.38,0,3.49,1.444,1.292,0.675,0,59,8,1,59,1.19,71,20
"Infant formula, powder, made with baby water (Enfamil Infant)",66,1.4,7.38,7.38,0,3.49,1.444,1.292,0.675,0,59,8,1,50,1.19,71,18
"Infant formula, NS as to form (Enfamil A.R.)",65,1.6,7.43,7.25,0,3.24,1.359,1.113,0.608,0,58,7.8,1,53,1.18,70,29
"Infant formula, ready-to-feed (Enfamil A.R.)",65,1.6,7.43,7.25,0,3.24,1.359,1.113,0.608,0,58,7.8,1,53,1.18,70,29
"Infant formula, powder, made with water, NFS (Enfamil A.R.)",65,1.6,7.43,7.25,0,3.24,1.359,1.113,0.608,0,58,7.8,1,53,1.18,70,29
"Infant formula, powder, made with tap water (Enfamil A.R.)",65,1.6,7.43,7.25,0,3.24,1.359,1.113,0.608,0,58,7.8,1,53,1.18,70,29
"Infant formula, NS as to form (Enfamil EnfaCare)",71,2,7.4,7.4,0,3.8,1.578,1.33,0.862,1,58,11.3,1.4,86,1.28,75,25
"Infant formula, ready-to-feed (Enfamil EnfaCare)",71,2,7.4,7.4,0,3.8,1.578,1.33,0.862,1,58,11.3,1.4,86,1.28,75,25
"Infant formula, powder, made with water, NFS (Enfamil EnfaCare)",71,2,7.4,7.4,0,3.8,1.578,1.33,0.862,1,58,11.3,1.4,86,1.28,75,25
"Infant formula, powder, made with plain bottled water (Enfamil A.R.)",65,1.6,7.43,7.25,0,3.24,1.359,1.113,0.608,0,58,7.8,1,59,1.18,70,28
"Infant formula, powder, made with baby water (Enfamil A.R.)",65,1.6,7.43,7.25,0,3.24,1.359,1.113,0.608,0,58,7.8,1,50,1.18,70,26
"Infant formula, NS as to form (Enfamil Gentlease)",67,1.53,7.25,7.25,0,3.49,1.508,1.308,0.656,0,60,8,1,57,1.2,72,27
"Infant formula, ready-to-feed (Enfamil Gentlease)",67,1.53,7.25,7.25,0,3.49,1.508,1.308,0.656,0,60,8,1,57,1.2,72,27
"Infant formula, powder, made with water, NFS (Enfamil Gentlease)",67,1.53,7.25,7.25,0,3.49,1.508,1.308,0.656,0,60,8,1,57,1.2,72,27
"Infant formula, powder, made with tap water (Enfamil EnfaCare)",71,2,7.4,7.4,0,3.8,1.578,1.33,0.862,1,58,11.3,1.4,86,1.28,75,25
"Infant formula, powder, made with plain bottled water (Enfamil EnfaCare)",71,2,7.4,7.4,0,3.8,1.578,1.33,0.862,1,58,11.3,1.4,86,1.28,75,25
"Infant formula, powder, made with baby water (Enfamil EnfaCare)",71,2,7.4,7.4,0,3.8,1.578,1.33,0.862,1,58,11.3,1.4,86,1.28,75,25
"Infant formula, powder, made with tap water (Enfamil Gentlease)",67,1.53,7.25,7.25,0,3.49,1.508,1.308,0.656,0,60,8,1,57,1.2,72,27
"Infant formula, powder, made with plain bottled water (Enfamil Gentlease)",67,1.53,7.25,7.25,0,3.49,1.508,1.308,0.656,0,60,8,1,63,1.2,72,26
"Infant formula, powder, made with baby water (Enfamil Gentlease)",67,1.53,7.25,7.25,0,3.49,1.508,1.308,0.656,0,60,8,1,54,1.2,72,24
"Infant formula, NS as to form (Enfamil Enfagrow Toddler Transitions)",66,1.72,7.4,7,0,3.55,1.512,1.325,0.719,1,60,5.9,1,82,1.19,86,31
"Infant formula, ready-to-feed (Enfamil Enfragrow Toddler Transitions)",66,1.72,7.4,7,0,3.55,1.512,1.325,0.719,1,60,5.9,1,82,1.19,86,31
"Infant formula, powder, made with water, NFS (Enfamil Enfragrow Toddler Transitions)",117,3.03,13.06,12.36,0,6.27,2.67,2.339,1.27,2,106,10.5,1.7,142,2.1,152,52
"Infant formula, powder, made with tap water (Enfamil Enfagrow Toddler Transitions)",66,1.72,7.4,7,0,3.55,1.512,1.325,0.719,1,60,5.9,1,82,1.19,86,31
"Infant formula, powder, made with plain bottled water (Enfamil Enfagrow Toddler Transitions)",66,1.72,7.4,7,0,3.55,1.512,1.325,0.719,1,60,5.9,1,88,1.19,86,29
"Infant formula, powder, made with baby water (Enfamil Enfagrow Toddler Transitions)",66,1.72,7.4,7,0,3.55,1.512,1.325,0.719,1,60,5.9,1,79,1.19,86,28
"Infant formula, NS as to form (Enfamil Enfagrow Toddler Transitions Gentlease)",65,1.7,6.87,6.87,0,3.43,1.553,0.031,0.722,0,60,7.9,1,131,1.31,86,30
"Infant formula, powder, made with water, NFS (Enfamil Enfagrow Toddler Transitions Gentlease)",65,1.7,6.87,6.87,0,3.43,1.553,0.031,0.722,0,60,7.9,1,131,1.31,86,30
"Infant formula, powder, made with tap water (Enfamil Enfagrow Toddler Transitions Gentlease)",65,1.7,6.87,6.87,0,3.43,1.553,0.031,0.722,0,60,7.9,1,131,1.31,86,30
"Infant formula, powder, made with plain bottled water (Enfamil Enfagrow Toddler Transitions Gentlease)",65,1.7,6.87,6.87,0,3.43,1.553,0.031,0.722,0,60,7.9,1,137,1.31,86,28
"Infant formula, powder, made with baby water (Enfamil Enfagrow Toddler Transitions Gentlease)",65,1.7,6.87,6.87,0,3.43,1.553,0.031,0.722,0,60,7.9,1,128,1.31,86,26
"Infant formula, NS as to form (PediaSure)",99,2.86,11.15,10.5,0,4.77,1.256,1.936,1.068,2,74,9.5,1.2,93,1.34,125,36
"Infant formula, ready-to-feed (PediaSure)",99,2.86,11.15,10.5,0,4.77,1.256,1.936,1.068,2,74,9.5,1.2,93,1.34,125,36
"Infant formula, with fiber, NS as to form (PediaSure Fiber)",99,2.8,11.28,7.6,0.5,4.7,1.256,1.936,1.067,2,46,9.6,1.2,92,1.32,124,36
"Infant formula, with fiber, ready-to-feed (PediaSure Fiber)",99,2.8,11.28,7.6,0.5,4.7,1.256,1.936,1.067,2,46,9.6,1.2,92,1.32,124,36
"Infant formula, NS as to form (Gerber Good Start Gentle)",67,1.48,7.45,7.45,0,3.41,1.429,1.24,0.661,0,61,6.7,1,47,1.01,72,22
"Infant formula, ready-to-feed (Gerber Good Start Gentle)",67,1.48,7.45,7.45,0,3.41,1.429,1.24,0.661,0,61,6.7,1,47,1.01,72,22
"Infant formula, liquid concentrate, made with water, NFS (Gerber Good Start Gentle)",67,1.48,7.45,7.45,0,3.41,1.429,1.24,0.661,0,61,6.7,1,47,1.01,72,22
"Infant formula, powder, made with water, NFS (Gerber Good Start Gentle)",67,1.48,7.45,7.45,0,3.41,1.429,1.24,0.661,0,61,6.7,1,47,1.01,72,22
"Infant formula, liquid concentrate, made with tap water (Gerber Good Start Gentle)",67,1.48,7.45,7.45,0,3.41,1.429,1.24,0.661,0,61,6.7,1,47,1.01,72,22
"Infant formula, liquid concentrate, made with plain bottled water (Gerber Good Start Gentle)",67,1.48,7.45,7.45,0,3.41,1.429,1.24,0.661,0,61,6.7,1,54,1.01,72,20
"Infant formula, liquid concentrate, made with baby water (Gerber Good Start Gentle)",67,1.48,7.45,7.45,0,3.41,1.429,1.24,0.661,0,61,6.7,1,45,1.01,72,18
"Infant formula, powder, made with tap water (Gerber Good Start Gentle)",67,1.48,7.45,7.45,0,3.41,1.429,1.24,0.661,0,61,6.7,1,47,1.01,72,22
"Infant formula, powder, made with plain bottled water (Gerber Good Start Gentle)",67,1.48,7.45,7.45,0,3.41,1.429,1.24,0.661,0,61,6.7,1,54,1.01,72,20
"Infant formula, powder, made with baby water (Gerber Good Start Gentle)",67,1.48,7.45,7.45,0,3.41,1.429,1.24,0.661,0,61,6.7,1,45,1.01,72,18
"Infant formula, NS as to form (Gerber Good Start Protect)",67,1.48,7.45,7.45,0,3.41,1.429,1.24,0.661,0,61,6.7,1,47,1.01,72,22
"Infant formula, powder, made with water, NFS (Gerber Good Start Protect)",67,1.48,7.45,7.45,0,3.41,1.429,1.24,0.661,0,61,6.7,1,47,1.01,72,22
"Infant formula, powder, made with tap water (Gerber Good Start Protect)",67,1.48,7.45,7.45,0,3.41,1.429,1.24,0.661,0,61,6.7,1,47,1.01,72,22
"Infant formula, powder, made with plain bottled water (Gerber Good Start Protect)",67,1.48,7.45,7.45,0,3.41,1.429,1.24,0.661,0,61,6.7,1,54,1.01,72,20
"Infant formula, powder, made with baby water (Gerber Good Start Protect)",67,1.48,7.45,7.45,0,3.41,1.429,1.24,0.661,0,61,6.7,1,45,1.01,72,18
"Infant formula, NS as to form (Gerber Graduates Gentle)",64,1.41,7.46,7.46,0,3.28,1.374,1.193,0.635,0,58,7.7,1,125,1.28,69,21
"Infant formula, NS as to form (Gerber Graduates Protect)",64,1.41,7.46,7.46,0,3.28,1.374,1.193,0.635,0,58,7.7,1,125,1.28,69,21
"Infant formula, NS as to form (Store Brand)",66,1.38,7.12,7.12,0,3.56,1.342,1.305,0.739,1,59,7,1,54,1.19,70,20
"Infant formula, liquid concentrate, made with water, NFS (Store Brand)",66,1.38,7.12,7.12,0,3.56,1.342,1.305,0.739,1,59,7,1,54,1.19,70,20
"Infant formula, powder, made with water, NFS (Store Brand)",66,1.38,7.12,7.12,0,3.56,1.342,1.305,0.739,1,59,7,1,54,1.19,70,20
"Infant formula, ready-to-feed (Store Brand)",66,1.38,7.12,7.12,0,3.56,1.342,1.305,0.739,1,59,7,1,54,1.19,70,20
"Infant formula, liquid concentrate, made with tap water (Store Brand)",66,1.38,7.12,7.12,0,3.56,1.342,1.305,0.739,1,59,7,1,54,1.19,70,20
"Infant formula, liquid concentrate, made with plain bottled water (Store Brand)",66,1.38,7.12,7.12,0,3.56,1.342,1.305,0.739,1,59,7,1,60,1.19,70,19
"Infant formula, liquid concentrate, made with baby water (Store Brand)",66,1.38,7.12,7.12,0,3.56,1.342,1.305,0.739,1,59,7,1,51,1.19,70,17
"Infant formula, powder, made with tap water (Store Brand)",66,1.38,7.12,7.12,0,3.56,1.342,1.305,0.739,1,59,7,1,54,1.19,70,20
"Infant formula, powder, made with plain bottled water (Store Brand)",66,1.38,7.12,7.12,0,3.56,1.342,1.305,0.739,1,59,7,1,60,1.19,70,19
"Infant formula, powder, made with baby water (Store Brand)",66,1.38,7.12,7.12,0,3.56,1.342,1.305,0.739,1,59,7,1,51,1.19,70,17
"Infant formula, NS as to form (Enfamil ProSobee)",66,1.62,6.86,6.86,0,3.49,1.471,1.336,0.673,0,56,7.8,1,71,1.23,78,26
"Infant formula, ready-to-feed (Enfamil ProSobee)",66,1.62,6.86,6.86,0,3.49,1.471,1.336,0.673,0,56,7.8,1,71,1.23,78,26
"Infant formula, liquid concentrate, made with water, NFS (Enfamil ProSobee)",66,1.62,6.86,6.86,0,3.49,1.471,1.336,0.673,0,56,7.8,1,71,1.23,78,26
"Infant formula, powder, made with water, NFS (Enfamil ProSobee)",66,1.62,6.86,6.86,0,3.49,1.471,1.336,0.673,0,56,7.8,1,71,1.23,78,26
"Infant formula, liquid concentrate, made with tap water (Enfamil ProSobee)",66,1.62,6.86,6.86,0,3.49,1.471,1.336,0.673,0,56,7.8,1,71,1.23,78,26
"Infant formula, liquid concentrate, made with plain bottled water (Enfamil ProSobee)",66,1.62,6.86,6.86,0,3.49,1.471,1.336,0.673,0,56,7.8,1,77,1.23,78,24
"Infant formula, liquid concentrate, made with baby water (Enfamil ProSobee)",66,1.62,6.86,6.86,0,3.49,1.471,1.336,0.673,0,56,7.8,1,69,1.23,78,22
"Infant formula, powder, made with tap water (Enfamil ProSobee)",66,1.62,6.86,6.86,0,3.49,1.471,1.336,0.673,0,56,7.8,1,71,1.23,78,26
"Infant formula, powder, made with plain bottled water (Enfamil ProSobee)",66,1.62,6.86,6.86,0,3.49,1.471,1.336,0.673,0,56,7.8,1,77,1.23,78,24
"Infant formula, powder, made with baby water (Enfamil ProSobee)",66,1.62,6.86,6.86,0,3.49,1.471,1.336,0.673,0,56,7.8,1,69,1.23,78,22
"Infant formula, NS as to form (Enfamil Enfagrow Toddler Transitions Soy)",62,2.07,7.4,7.4,0,2.77,0.821,0.698,0.365,0,57,7.5,0.9,125,1.25,75,26
"Infant formula, powder, made with water, NFS (Enfamil Enfagrow Toddler Transitions Soy)",62,2.07,7.4,7.4,0,2.77,0.821,0.698,0.365,0,57,7.5,0.9,125,1.25,75,26
"Infant formula, NS as to form (Similac Isomil Soy)",65,1.58,6.73,6.65,0,3.53,1.151,1.353,0.827,0,58,5.8,1,70,1.16,70,32
"Infant formula, ready-to-feed (Similac Isomil Soy)",65,1.58,6.73,6.65,0,3.53,1.151,1.353,0.827,0,58,5.8,1,70,1.16,70,32
"Infant formula, liquid concentrate, made with water, NFS (Similac Isomil Soy)",65,1.58,6.73,6.65,0,3.53,1.151,1.353,0.827,0,58,5.8,1,70,1.16,70,32
"Infant formula, powder, made with water, NFS (Similac Isomil Soy)",65,1.58,6.73,6.65,0,3.53,1.151,1.353,0.827,0,58,5.8,1,70,1.16,70,32
"Infant formula, liquid concentrate, made with tap water (Similac Isomil Soy)",65,1.58,6.73,6.65,0,3.53,1.151,1.353,0.827,0,58,5.8,1,70,1.16,70,32
"Infant formula, liquid concentrate, made with plain bottled water (Similac Isomil Soy)",65,1.58,6.73,6.65,0,3.53,1.151,1.353,0.827,0,58,5.8,1,77,1.16,70,30
"Infant formula, liquid concentrate, made with baby water (Similac Isomil Soy)",65,1.58,6.73,6.65,0,3.53,1.151,1.353,0.827,0,58,5.8,1,68,1.16,70,28
"Infant formula, powder, made with tap water (Similac Isomil Soy)",65,1.58,6.73,6.65,0,3.53,1.151,1.353,0.827,0,58,5.8,1,70,1.16,70,32
"Infant formula, powder, made with plain bottled water (Similac Isomil Soy)",65,1.58,6.73,6.65,0,3.53,1.151,1.353,0.827,0,58,5.8,1,77,1.16,70,30
"Infant formula, powder, made with baby water (Similac Isomil Soy)",65,1.58,6.73,6.65,0,3.53,1.151,1.353,0.827,0,58,5.8,1,68,1.16,70,28
"Infant formula, NS as to form (Similac Expert Care for Diarrhea)",66,1.76,6.67,6.66,0.7,3.6,1.477,1.293,0.685,0,60,5.9,1,69,1.18,71,29
"Infant formula, ready-to-feed (Similac Expert Care for Diarrhea)",66,1.76,6.67,6.66,0.7,3.6,1.477,1.293,0.685,0,60,5.9,1,69,1.18,71,29
"Infant formula, NS as to form (Gerber Good Start Soy)",66,1.63,7.27,5.8,0,3.35,1.438,1.059,0.784,1,59,7.9,1,71,1.18,76,30
"Infant formula, ready-to-feed (Gerber Good Start Soy)",66,1.63,7.27,5.8,0,3.35,1.438,1.059,0.784,1,59,7.9,1,71,1.18,76,30
"Infant formula, liquid concentrate, made with water, NFS (Gerber Good Start Soy)",66,1.63,7.27,5.8,0,3.35,1.438,1.059,0.784,1,59,7.9,1,71,1.18,76,30
"Infant formula, powder, made with water, NFS (Gerber Good Start Soy)",66,1.63,7.27,5.8,0,3.35,1.438,1.059,0.784,1,59,7.9,1,71,1.18,76,30
"Infant formula, liquid concentrate, made with tap water (Gerber Good Start Soy)",66,1.63,7.27,5.8,0,3.35,1.438,1.059,0.784,1,59,7.9,1,71,1.18,76,30
"Infant formula, liquid concentrate, made with plain bottled water (Gerber Good Start Soy)",66,1.63,7.27,5.8,0,3.35,1.438,1.059,0.784,1,59,7.9,1,77,1.18,76,28
"Infant formula, liquid concentrate, made with baby water (Gerber Good Start Soy)",66,1.63,7.27,5.8,0,3.35,1.438,1.059,0.784,1,59,7.9,1,69,1.18,76,26
"Infant formula, powder, made with tap water (Gerber Good Start Soy)",66,1.63,7.27,5.8,0,3.35,1.438,1.059,0.784,1,59,7.9,1,71,1.18,76,30
"Infant formula, powder, made with plain bottled water (Gerber Good Start Soy)",66,1.63,7.27,5.8,0,3.35,1.438,1.059,0.784,1,59,7.9,1,77,1.18,76,28
"Infant formula, powder, made with baby water (Gerber Good Start Soy)",66,1.63,7.27,5.8,0,3.35,1.438,1.059,0.784,1,59,7.9,1,69,1.18,76,26
"Infant formula, NS as to form (Gerber Graduates Soy)",65,1.84,7.15,7.14,0,3.28,1.399,1.187,0.694,0,60,7.9,1,125,1.31,76,26
"Infant formula, NS as to form (Store Brand Soy)",65,1.6,6.79,6.76,0,3.51,1.312,1.344,0.75,0,57,6.8,1,71,1.2,74,29
"Infant formula, ready-to-feed (Store brand Soy)",65,1.6,6.79,6.76,0,3.51,1.312,1.344,0.75,0,57,6.8,1,71,1.2,74,29
"Infant formula, liquid concentrate, made with water, NFS (Store Brand Soy)",65,1.6,6.79,6.76,0,3.51,1.312,1.344,0.75,0,57,6.8,1,71,1.2,74,29
"Infant formula, powder, made with water, NFS (Store Brand Soy)",65,1.6,6.79,6.76,0,3.51,1.312,1.344,0.75,0,57,6.8,1,71,1.2,74,29
"Infant formula, powder, made with tap water (Store Brand Soy)",65,1.6,6.79,6.76,0,3.51,1.312,1.344,0.75,0,57,6.8,1,71,1.2,74,29
"Infant formula, powder, made with plain bottled water (Store Brand Soy)",65,1.6,6.79,6.76,0,3.51,1.312,1.344,0.75,0,57,6.8,1,77,1.2,74,27
